Name,URL
Zimbabwe,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flag_of_Zimbabwe.svg/220px-Flag_of_Zimbabwe.svg.png
Aerican Empire,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Flag_of_Aerica.svg/120px-Flag_of_Aerica.svg.png
Principality Aigues-Mortes,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Flag_of_Principality_of_Aigues-Mortes.svg/120px-Flag_of_Principality_of_Aigues-Mortes.svg.png
Akhzivland,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Akhzivland.svg/120px-Flag_of_Akhzivland.svg.png
Kingdom Araucanía and Patagonia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_the_Kingdom_of_Araucan%C3%ADa_and_Patagonia.svg/120px-Flag_of_the_Kingdom_of_Araucan%C3%ADa_and_Patagonia.svg.png
Asgardia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_the_Space_Kingdom_of_Asgardia.png/120px-Flag_of_the_Space_Kingdom_of_Asgardia.png
Empire Atlantium,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Bandera_d%27Atlantium.svg/120px-Bandera_d%27Atlantium.svg.png
Empire Austenasia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Flag_of_Austenasia.svg/120px-Flag_of_Austenasia.svg.png
Bir Tawil Empire,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Flag_of_the_Bir_Tawil_Empire%2C_September_2017.png/120px-Flag_of_the_Bir_Tawil_Empire%2C_September_2017.png
Province Bumbunga,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Flag_of_Bumbunga.svg/120px-Flag_of_Bumbunga.svg.png
Christiania,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Flag_of_Christiania.svg/120px-Flag_of_Christiania.svg.png
Conch Republic,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Flag_of_Key_West%2C_Florida.svg/120px-Flag_of_Key_West%2C_Florida.svg.png
Elgaland-Vargaland,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Elgaland-Vargaland_flag.png/120px-Elgaland-Vargaland_flag.png
Kingdom Elleore,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Flag_of_Elleore.svg/120px-Flag_of_Elleore.svg.png
Enclava,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Flag_of_Enclava_%28simplified%29.png/120px-Flag_of_Enclava_%28simplified%29.png
Kingdom EnenKio,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Flag_of_EnenKio.svg/120px-Flag_of_EnenKio.svg.png
Filettino,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_the_Principality_of_Filettino.png/120px-Flag_of_the_Principality_of_Filettino.png
Grand Duchy Flandrensis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Flag_of_Flandrensis.svg/120px-Flag_of_Flandrensis.svg.png
Forvik,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Forvik.gif/120px-Flag_of_Forvik.gif
Glacier Republic,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Glacier_Republic_Flag.svg/120px-Glacier_Republic_Flag.svg.png
Principality Islandia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Islandia-2.png/120px-Islandia-2.png
Republic Jamtland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Unofficial_Flag_of_Jamtland.svg/120px-Unofficial_Flag_of_Jamtland.svg.png
Kugelmugel,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Flag_of_Kugelmugel_in_Austria.png/120px-Flag_of_Kugelmugel_in_Austria.png
Kingdom L'Anse-Saint-Jean,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/L%27Anse-Saint-Jean_bayra%C4%9F%C4%B1.png/120px-L%27Anse-Saint-Jean_bayra%C4%9F%C4%B1.png
Principality Laàs,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_the_Principality_of_La%C3%A0s.svg/120px-Flag_of_the_Principality_of_La%C3%A0s.svg.png
Ladonia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Ladonia_with_contours.svg/120px-Flag_of_Ladonia_with_contours.svg.png
Liberland,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Flag_of_Liberland.svg/120px-Flag_of_Liberland.svg.png
Free Borough Llanrwst,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Flag_of_the_Free_Borough_of_Llanrwst.svg/120px-Flag_of_the_Free_Borough_of_Llanrwst.svg.png
Dominion Melchizedek,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_the_Dominion_of_Melchizedek.png/120px-Flag_of_the_Dominion_of_Melchizedek.png
Republic Molossia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_the_Republic_of_Molossia.svg/120px-Flag_of_the_Republic_of_Molossia.svg.png
Republic Morac-Songhrati-Meads,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Flag_of_Morac-Songhrati-Meads.svg/120px-Flag_of_Morac-Songhrati-Meads.svg.png
Murrawarri Republic,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Flag_of_Murrawarri_Republic.svg/120px-Flag_of_Murrawarri_Republic.svg.png
Naminara Republic,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Flag_of_the_Naminara_Republic.svg/120px-Flag_of_the_Naminara_Republic.svg.png
New Utopia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_New_Utopia.svg/120px-Flag_of_New_Utopia.svg.png
Kingdom North Sudan,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Flag_of_the_Kingdom_of_North_Sudan.svg/120px-Flag_of_the_Kingdom_of_North_Sudan.svg.png
Nova Roma,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Nova_Roma_Flag.svg/120px-Nova_Roma_Flag.svg.png
Nutopia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_white.svg/120px-Flag_white.svg.png
Principality Ongal,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Principality_of_Ongal_-_National_flag.jpg/120px-Principality_of_Ongal_-_National_flag.jpg
Other World Kingdom,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Flag_of_the_Other_World_Kingdom.svg/120px-Flag_of_the_Other_World_Kingdom.svg.png
Parva Domus Magna Quies,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Bandera_Parva_Domus.svg/120px-Bandera_Parva_Domus.svg.png
Kingdom Redonda,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_the_Kingdom_of_Redonda.svg/120px-Flag_of_the_Kingdom_of_Redonda.svg.png
Holy Empire Reunion,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Flag_of_the_Holy_Empire_of_Reunion.svg/120px-Flag_of_the_Holy_Empire_of_Reunion.svg.png
Romanov Empire,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Naval_ensign_of_Russia.svg/120px-Naval_ensign_of_Russia.svg.png
Republic Saugeais,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_Saugeais.svg/120px-Flag_of_Saugeais.svg.png
Principality Sealand,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Flag_of_Sealand.svg/120px-Flag_of_Sealand.svg.png
Principality Seborga,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Flag_of_the_Principality_of_Seborga_deprecated.svg/120px-Flag_of_the_Principality_of_Seborga_deprecated.svg.png
Principality Snake Hill,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_the_Principality_of_Snake_Hill.svg/120px-Flag_of_the_Principality_of_Snake_Hill.svg.png
Kingdom Talossa,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Flag_of_the_Kingdom_of_Talossa.svg/120px-Flag_of_the_Kingdom_of_Talossa.svg.png
Kingdom Tavolara,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Tavolara.svg/120px-Flag_of_Tavolara.svg.png
Republic Užupis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Flag_of_the_Republic_of_Uzupis.gif/120px-Flag_of_the_Republic_of_Uzupis.gif
Verdis,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Flag_of_Verdis.png/120px-Flag_of_Verdis.png
Republic Vevčani,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Flag_of_Vev%C4%8Dani_Municipality%2C_North_Macedonia.svg/120px-Flag_of_Vev%C4%8Dani_Municipality%2C_North_Macedonia.svg.png
Kingdom Wallachia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Flag_of_the_Kingdom_of_Wallachia.svg/120px-Flag_of_the_Kingdom_of_Wallachia.svg.png
Washitaw Nation,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Flag_of_the_Washitaw_Nation.svg/120px-Flag_of_the_Washitaw_Nation.svg.png
Westarctica,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Flag_of_Westarctica.png/120px-Flag_of_Westarctica.png
Wirtland,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Wirtland_flag.svg/120px-Wirtland_flag.svg.png
Principality Wy,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_the_Principality_of_Wy.svg/120px-Flag_of_the_Principality_of_Wy.svg.png
Kingdom Yellow Mountain,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/%D8%A8%D8%A6%D8%B1_%D8%B7%D9%88%D9%8A%D9%84_%D8%A8%D9%8A%D8%B1_%D8%B7%D9%88%D9%8A%D9%84.png/120px-%D8%A8%D8%A6%D8%B1_%D8%B7%D9%88%D9%8A%D9%84_%D8%A8%D9%8A%D8%B1_%D8%B7%D9%88%D9%8A%D9%84.png
Yidindji,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Sovereign_Yidindji_Government_flag.png/120px-Sovereign_Yidindji_Government_flag.png
Zaqistan,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Zaqistan_flag.png/120px-Zaqistan_flag.png
Aeterna Lucina,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Flag_of_Aeterna_Lucina.svg/120px-Flag_of_Aeterna_Lucina.svg.png
Independent State Aramoana,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Aramoana.svg/120px-Flag_of_Aramoana.svg.png
Celestia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Flag_of_Celestia.svg/120px-Flag_of_Celestia.svg.png
Republic Fredonia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Fredonian_Rebellion_Flag_of_1826.svg/120px-Fredonian_Rebellion_Flag_of_1826.svg.png
Freedomland,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Flag_of_Freedomland.jpg/120px-Flag_of_Freedomland.jpg
Principality Freedonia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Flag_of_Freedonia.svg/120px-Flag_of_Freedonia.svg.png
Frestonia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Flag_of_Frestonia.svg/120px-Flag_of_Frestonia.svg.png
Gay and Lesbian Kingdom the Coral Sea Islands,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Gay_Pride_Flag.svg/120px-Gay_Pride_Flag.svg.png
Kingdom Humanity,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Flag_of_the_Kingdom_of_Humanity.svg/120px-Flag_of_the_Kingdom_of_Humanity.svg.png
Principality Hutt River,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Hutt_River_Flag.svg/120px-Hutt_River_Flag.svg.png
Keraton Agung Sejagat,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Majapahit_fictitious_flag.svg/120px-Majapahit_fictitious_flag.svg.png
Republic Koneuwe,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Flag_of_Principality_of_Freedomland_and_Republic_of_Koneuwe.png/120px-Flag_of_Principality_of_Freedomland_and_Republic_of_Koneuwe.png
Kingdom Lovely,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Flag_of_Lovely.svg/120px-Flag_of_Lovely.svg.png
Sultanate M'Simbati,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Sultanate_of_M%27Simbati_flag.svg/120px-Sultanate_of_M%27Simbati_flag.svg.png
Principality Marlborough,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Royal_Banner_of_Scotland.svg/120px-Royal_Banner_of_Scotland.svg.png
Republic Minerva,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_Minerva.svg/120px-Flag_Minerva.svg.png
New Atlantis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_New_Atlantis_%281964%E2%80%931966%29.svg/120px-Flag_of_New_Atlantis_%281964%E2%80%931966%29.svg.png
Principality Outer Baldonia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Flag_of_Outer_Baldonia.svg/120px-Flag_of_Outer_Baldonia.svg.png
Republic Perloja,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Flag_of_the_Republic_of_Perloja.svg/120px-Flag_of_the_Republic_of_Perloja.svg.png
Islands Refreshment,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Flag_of_the_Islands_of_Refreshment.svg/120px-Flag_of_the_Islands_of_Refreshment.svg.png
Republic Rose Island,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Rose_Island_Micronation_flag.svg/120px-Rose_Island_Micronation_flag.svg.png
Rüterberg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Flagge_Rueterberg.svg/120px-Flagge_Rueterberg.svg.png
State Scott,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_the_United_States_%281861-1863%29.svg/120px-Flag_of_the_United_States_%281861-1863%29.svg.png
Kingdom Sedang,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Sedang.svg/120px-Flag_of_Sedang.svg.png
Sunda Empire,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Sunda_Empire_Flag_Vector.svg/120px-Sunda_Empire_Flag_Vector.svg.png
Principality Trinidad,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Flag_of_the_Principality_of_Trinidad.svg/120px-Flag_of_the_Principality_of_Trinidad.svg.png
Kingdom Vikesland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/NewFlagVikesland.png/120px-NewFlagVikesland.png
Global State Waveland,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Flag_of_Waveland.svg/120px-Flag_of_Waveland.svg.png
"Tokyo, Japan",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Flag_of_Tokyo_Metropolis.svg/150px-Flag_of_Tokyo_Metropolis.svg.png
"Delhi, India",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Flag_of_Delhi_Capital_Territory.svg/150px-Flag_of_Delhi_Capital_Territory.svg.png
"São Paulo, Brazil",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Bandeira_da_cidade_de_S%C3%A3o_Paulo.svg/143px-Bandeira_da_cidade_de_S%C3%A3o_Paulo.svg.png
"Mexico City, Mexico",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Flag_of_Mexico_City%2C_Mexico.svg/150px-Flag_of_Mexico_City%2C_Mexico.svg.png
"Cairo, Egypt",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_cairo.png/150px-Flag_of_cairo.png
"Osaka, Japan",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Osaka%2C_Osaka.svg/150px-Flag_of_Osaka%2C_Osaka.svg.png
"New York City, United States",https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_New_York_City.svg/150px-Flag_of_New_York_City.svg.png
"Buenos Aires, Argentina",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Bandera_de_la_Ciudad_de_Buenos_Aires.svg/150px-Bandera_de_la_Ciudad_de_Buenos_Aires.svg.png
"Manila, Philippines",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Manila.svg/150px-Flag_of_Manila.svg.png
"Lagos, Nigeria",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Lagos_Flag.gif/150px-Lagos_Flag.gif
"Rio de Janeiro, Brazil",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Bandeira_da_cidade_do_Rio_de_Janeiro.svg/143px-Bandeira_da_cidade_do_Rio_de_Janeiro.svg.png
"Kinshasa, Democratic Republic the Congo",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Kinshasa%2C_DRC.svg/150px-Flag_of_Kinshasa%2C_DRC.svg.png
"Los Angeles, United States",https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Flag_of_Los_Angeles%2C_California.svg/150px-Flag_of_Los_Angeles%2C_California.svg.png
"Moscow, Russia",https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Moscow%2C_Russia.svg/150px-Flag_of_Moscow%2C_Russia.svg.png
"Paris, France",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Flag_of_Paris_with_coat_of_arms.svg/150px-Flag_of_Paris_with_coat_of_arms.svg.png
"Bogotá, Colombia",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Flag_of_Bogot%C3%A1.svg/150px-Flag_of_Bogot%C3%A1.svg.png
"Jakarta, Indonesia",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Flag_of_Jakarta_%28vectorised%29.svg/143px-Flag_of_Jakarta_%28vectorised%29.svg.png
"Lima, Peru",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Flag_of_Lima.svg/150px-Flag_of_Lima.svg.png
"Bangkok, Thailand",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Flag_of_Bangkok.svg/150px-Flag_of_Bangkok.svg.png
"Seoul, South Korea",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Flag_of_Seoul.svg/150px-Flag_of_Seoul.svg.png
"Nagoya, Japan",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Flag_of_Nagoya%2C_Aichi.svg/150px-Flag_of_Nagoya%2C_Aichi.svg.png
"London, United Kingdom[N 1]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Flag_of_the_City_of_London.svg/150px-Flag_of_the_City_of_London.svg.png
"Tehran, Iran",https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Flag_of_Tehran.svg/150px-Flag_of_Tehran.svg.png
"Chicago, United States",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Flag_of_Chicago%2C_Illinois.svg/150px-Flag_of_Chicago%2C_Illinois.svg.png
"Kuala Lumpur, Malaysia",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Kuala_Lumpur%2C_Malaysia.svg/150px-Flag_of_Kuala_Lumpur%2C_Malaysia.svg.png
"Hong Kong, China",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/150px-Flag_of_Hong_Kong.svg.png
"Santiago, Chile",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Flag_of_Santiago%2C_Chile.svg/150px-Flag_of_Santiago%2C_Chile.svg.png
"Madrid, Spain",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Bandera_de_la_ciudad_de_Madrid.svg/150px-Bandera_de_la_ciudad_de_Madrid.svg.png
"Houston, United States",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Flag_of_Houston%2C_Texas.svg/150px-Flag_of_Houston%2C_Texas.svg.png
"Dallas, United States",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Flag_of_Dallas.svg/150px-Flag_of_Dallas.svg.png
"Toronto, Canada",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Flag_of_Toronto%2C_Canada.svg/150px-Flag_of_Toronto%2C_Canada.svg.png
"Miami, United States",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Flag_of_Miami%2C_Florida.svg/150px-Flag_of_Miami%2C_Florida.svg.png
"Belo Horizonte, Brazil",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Bandeira-de-Belo-Horizonte.svg/146px-Bandeira-de-Belo-Horizonte.svg.png
Singapore,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png
"Philadelphia, United States",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Flag_of_Philadelphia%2C_Pennsylvania.svg/150px-Flag_of_Philadelphia%2C_Pennsylvania.svg.png
"Atlanta, United States",https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Atlanta.svg/150px-Flag_of_Atlanta.svg.png
"Fukuoka, Japan",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Flag_of_Fukuoka_City.svg/150px-Flag_of_Fukuoka_City.svg.png
"Barcelona, Spain",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Flag_of_Barcelona.svg/150px-Flag_of_Barcelona.svg.png
"Johannesburg, South Africa",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Flag_of_Johannesburg%2C_South_Africa.svg/150px-Flag_of_Johannesburg%2C_South_Africa.svg.png
"Saint Petersburg, Russia",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Flag_of_Saint_Petersburg.svg/150px-Flag_of_Saint_Petersburg.svg.png
"Washington, D.C., United States",https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Washington%2C_D.C.svg/150px-Flag_of_Washington%2C_D.C.svg.png
"Yangon, Myanmar",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_Yangon_Region.svg/150px-Flag_of_Yangon_Region.svg.png
"Alexandria, Egypt",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Flag_of_Alexandria.svg/150px-Flag_of_Alexandria.svg.png
"Guadalajara, Mexico",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Flag_of_Guadalajara%2C_MX.svg/150px-Flag_of_Guadalajara%2C_MX.svg.png
"Sydney, Australia",https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/City_of_Sydney_Flag.svg/150px-City_of_Sydney_Flag.svg.png
"Melbourne, Australia",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_Melbourne.svg/150px-Flag_of_Melbourne.svg.png
Christmas Island,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Flag_of_Christmas_Island.svg/180px-Flag_of_Christmas_Island.svg.png
Cocos (Keeling) Islands,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Cocos_%28Keeling%29_Islands.svg/180px-Flag_of_the_Cocos_%28Keeling%29_Islands.svg.png
Norfolk Island,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Norfolk_Island.svg/180px-Flag_of_Norfolk_Island.svg.png
Easter Island,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Flag_of_Rapa_Nui%2C_Chile.svg/160px-Flag_of_Rapa_Nui%2C_Chile.svg.png
Juan Fernández Islands,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Bandera_Juan_Fern%C3%A1ndez.svg/150px-Bandera_Juan_Fern%C3%A1ndez.svg.png
Hong Kong,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/150px-Flag_of_Hong_Kong.svg.png
Macau,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Flag_of_Macau.svg/150px-Flag_of_Macau.svg.png
Faroe Islands,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Flag_of_the_Faroe_Islands.svg/138px-Flag_of_the_Faroe_Islands.svg.png
Greenland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_Greenland.svg/150px-Flag_of_Greenland.svg.png
Åland,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Flag_of_%C3%85land.svg/153px-Flag_of_%C3%85land.svg.png
French Polynesia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Flag_of_French_Polynesia.svg/150px-Flag_of_French_Polynesia.svg.png
Administrator theFrench Southern and Antarctic Lands(2005–present),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Flag_of_the_French_Southern_and_Antarctic_Lands.svg/150px-Flag_of_the_French_Southern_and_Antarctic_Lands.svg.png
New Caledonia(co- ficial),https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Flag_of_FLNKS.svg/180px-Flag_of_FLNKS.svg.png
Wallis and Futuna(semi- ficial),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Flag_of_Wallis_and_Futuna.svg/150px-Flag_of_Wallis_and_Futuna.svg.png
Martinique,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag-of-Martinique.svg/150px-Flag-of-Martinique.svg.png
Aruba,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Aruba.svg/150px-Flag_of_Aruba.svg.png
Curaçao,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_Cura%C3%A7ao.svg/150px-Flag_of_Cura%C3%A7ao.svg.png
Sint Maarten,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Sint_Maarten.svg/150px-Flag_of_Sint_Maarten.svg.png
Bonaire,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Flag_of_Bonaire.svg/150px-Flag_of_Bonaire.svg.png
Sint Eustatius,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Sint_Eustatius.svg/150px-Flag_of_Sint_Eustatius.svg.png
Saba,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Flag_of_Saba.svg/150px-Flag_of_Saba.svg.png
Cook Islands,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Flag_of_the_Cook_Islands.svg/180px-Flag_of_the_Cook_Islands.svg.png
Niue,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Niue.svg/180px-Flag_of_Niue.svg.png
Tokelau,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Flag_of_Tokelau.svg/180px-Flag_of_Tokelau.svg.png
Azores,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Flag_of_the_Azores.svg/150px-Flag_of_the_Azores.svg.png
Madeira,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_Madeira.svg/150px-Flag_of_Madeira.svg.png
Ceuta,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Ceuta.svg/150px-Flag_of_Ceuta.svg.png
Melilla,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Flag_of_Melilla.svg/150px-Flag_of_Melilla.svg.png
Canary Islands,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Flag_of_the_Canary_Islands.svg/150px-Flag_of_the_Canary_Islands.svg.png
Anguilla,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Anguilla.svg/180px-Flag_of_Anguilla.svg.png
Bermuda,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Flag_of_Bermuda.svg/180px-Flag_of_Bermuda.svg.png
British Antarctic Territory,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Flag_of_the_British_Antarctic_Territory.svg/180px-Flag_of_the_British_Antarctic_Territory.svg.png
